# 
# Header Description:
# 
# Version: v2.0.0.1 Platform: 9 Manufacturer: samsung Model: SM-G973F
# 
# Raw,ElapsedRealtimeNanos,TimeNanos,LeapSecond,TimeUncertaintyNanos,FullBiasNanos,BiasNanos,BiasUncertaintyNanos,DriftNanosPerSecond,DriftUncertaintyNanosPerSecond,HardwareClockDiscontinuityCount,Svid,TimeOffsetNanos,State,ReceivedSvTimeNanos,ReceivedSvTimeUncertaintyNanos,Cn0DbHz,PseudorangeRateMetersPerSecond,PseudorangeRateUncertaintyMetersPerSecond,AccumulatedDeltaRangeState,AccumulatedDeltaRangeMeters,AccumulatedDeltaRangeUncertaintyMeters,CarrierFrequencyHz,CarrierCycles,CarrierPhase,CarrierPhaseUncertainty,MultipathIndicator,SnrInDb,ConstellationType,AgcDb,CarrierFrequencyHz,UserLatitude,UserLongitude,UserAltitude
# 
# Fix,Provider,Latitude,Longitude,Altitude,Speed,Accuracy,(UTC)TimeInMs,ElapsedRealtimeNanos
# 
# Nav,Svid,Type,Status,MessageId,Sub-messageId,Data(Bytes)
# 
Fix,gps,51.524707,-0.134140,114.858938,0.000000,8.000000,1581410967999,1186216172044432
Raw,1186216206524009,34554000000,,,-1265446151445559028,0.0,23.770348192216854,,,25,2,0.0,16431,204585918911406,76,22.340620040893555,562.4966579577235,1.1722646276215096,20,19355.401163611125,3.4028234663852886E38,1.57542003E9,,,,1,,1,34.44438552856445,1.57542003E9,1.0,NaN,NaN
Raw,1186216206524009,34554000000,,,-1265446151445559028,0.0,23.770348192216854,,,25,5,0.0,16431,204585931441233,55,26.320180892944336,-51.0776479060674,0.9919645717125647,20,-1967.334222785413,3.4028234663852886E38,1.57542003E9,,,,1,,1,34.44438552856445,1.57542003E9,1.0,NaN,NaN
Raw,1186216206524009,34554000000,,,-1265446151445559028,0.0,23.770348192216854,,,25,7,0.0,16431,204585927633997,12,47.322662353515625,302.0715061497849,0.0014660246670246124,25,11599.931483952269,7.330123335123062E-4,1.57542003E9,,,,0,,1,34.44438552856445,1.57542003E9,1.0,NaN,NaN
Raw,1186216206524009,34554000000,,,-1265446151445559028,0.0,23.770348192216854,,,25,9,0.0,16431,204585917989675,26,35.282737731933594,613.7656828543331,0.005244240164756774,25,23617.617773115322,0.0026221200823783875,1.57542003E9,,,,0,,1,34.44438552856445,1.57542003E9,1.0,NaN,NaN
Raw,1186216206524009,34554000000,,,-1265446151445559028,0.0,23.770348192216854,,,25,13,0.0,16431,204585926549553,74,22.71279525756836,-508.0835048822089,1.1533046635655468,20,-15729.367935731045,3.4028234663852886E38,1.57542003E9,,,,0,,1,34.44438552856445,1.57542003E9,1.0,NaN,NaN
Raw,1186216206524009,34554000000,,,-1265446151445559028,0.0,23.770348192216854,,,25,15,0.0,16385,204585918005081,72,23.02297019958496,-681.9669152808265,1.1414170755072588,20,-6461.778539611238,3.4028234663852886E38,1.57542003E9,,,,0,,1,34.44438552856445,1.57542003E9,1.0,NaN,NaN
Raw,1186216206524009,34554000000,,,-1265446151445559028,0.0,23.770348192216854,,,25,21,0.0,16384,204585913979357,1000000000,18.716197967529297,-396.3311175913268,2.99792458E8,20,-1981.961146070462,3.4028234663852886E38,1.57542003E9,,,,1,,1,34.44438552856445,1.57542003E9,1.0,NaN,NaN
Raw,1186216206524009,34554000000,,,-1265446151445559028,0.0,23.770348192216854,,,25,27,0.0,16384,204585914465809,1000000000,12.0,-294.07318246137356,2.99792458E8,20,-10264.168620193017,3.4028234663852886E38,1.57542003E9,,,,1,,1,34.44438552856445,1.57542003E9,1.0,NaN,NaN
Raw,1186216206524009,34554000000,,,-1265446151445559028,0.0,23.770348192216854,,,25,28,0.0,16431,204585919372451,34,32.13184356689453,-637.877902501641,0.007537501398473978,25,-24418.309267179444,0.003768750699236989,1.57542003E9,,,,0,,1,34.44438552856445,1.57542003E9,1.0,NaN,NaN
Raw,1186216206524009,34554000000,,,-1265446151445559028,0.0,23.770348192216854,,,25,30,0.0,16431,204585931110078,12,47.41357421875,-102.43022313362734,0.001450760755687952,25,-3990.1221334016577,7.25380377843976E-4,1.57542003E9,,,,0,,1,34.44438552856445,1.57542003E9,1.0,NaN,NaN
Raw,1186216206524009,34554000000,,,-1265446151445559028,0.0,23.770348192216854,,,25,2,0.0,32867,1935282694,91,28.73111343383789,-212.3424122047503,1.168633115252085,28,-6017.742010862855,3.4028234663852886E38,1.59975002E9,,,,0,,3,52.77764129638672,1.59975002E9,1.0,NaN,NaN
Raw,1186216206524009,34554000000,,,-1265446151445559028,0.0,23.770348192216854,,,25,18,0.0,32768,42567924125832,1000000000,24.536380767822266,374.04156593243056,2.99792458E8,28,1869.6740746683843,3.4028234663852886E38,1.60031245E9,,,,1,,3,52.77764129638672,1.60031245E9,1.0,NaN,NaN
Raw,1186216206524009,34554000000,,,-1265446151445559028,0.0,23.770348192216854,,,25,13,0.0,32768,42567919025289,1000000000,18.859750747680664,-886.5073249094294,2.99792458E8,28,-4431.053193285947,3.4028234663852886E38,1.60087501E9,,,,1,,3,52.77764129638672,1.60087501E9,1.0,NaN,NaN
Raw,1186216206524009,34554000000,,,-1265446151445559028,0.0,23.770348192216854,,,25,12,0.0,32867,1932263332,74,31.219051361083984,-537.0441180036844,0.7718157336678564,28,-15033.440023655776,3.4028234663852886E38,1.60143744E9,,,,0,,3,52.77764129638672,1.60143744E9,1.0,NaN,NaN
Raw,1186216206524009,34554000000,,,-1265446151445559028,0.0,23.770348192216854,,,25,11,0.0,32867,1932695487,65,32.814361572265625,228.85933299623684,0.7001543067329443,28,6248.344669240863,3.4028234663852886E38,1.602E9,,,,0,,3,52.77764129638672,1.602E9,1.0,NaN,NaN
Raw,1186216206524009,34554000000,,,-1265446151445559028,0.0,23.770348192216854,,,25,1,0.0,32867,1928299417,46,37.10251235961914,561.7048414173205,0.004434568807482719,25,15416.701576979694,0.0022172844037413597,1.60256256E9,,,,0,,3,52.77764129638672,1.60256256E9,1.0,NaN,NaN
Raw,1186216206524009,34554000000,,,-1265446151445559028,0.0,23.770348192216854,,,25,19,0.0,32768,42567922859150,1000000000,18.013065338134766,-258.5103033158101,2.99792458E8,28,-1289.1680278146898,3.4028234663852886E38,1.60368755E9,,,,1,,3,52.77764129638672,1.60368755E9,1.0,NaN,NaN
Raw,1186216206524009,34554000000,,,-1265446151445559028,0.0,23.770348192216854,,,25,17,0.0,32768,42567919092661,1000000000,18.305152893066406,740.068233224044,2.99792458E8,28,3702.0449212369463,3.4028234663852886E38,1.60424998E9,,,,1,,3,52.77764129638672,1.60424998E9,1.0,NaN,NaN
